#  step      rmse_val    rmse_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 278960      2.31e+00    1.71e-01      1.68e+00    1.25e-01    4.4e-07
 278970      2.03e+00    3.61e-01      1.48e+00    2.64e-01    4.4e-07
 278980      2.10e+00    2.11e-01      1.54e+00    1.54e-01    4.4e-07
 278990      2.20e+00    1.78e-01      1.60e+00    1.30e-01    4.4e-07
 279000      2.08e+00    1.93e-01      1.52e+00    1.41e-01    4.4e-07
 279010      2.31e+00    1.82e-01      1.68e+00    1.33e-01    4.4e-07
 279020      1.96e+00    1.97e-01      1.43e+00    1.44e-01    4.4e-07
 279030      2.11e+00    2.23e-01      1.54e+00    1.63e-01    4.4e-07
 279040      2.19e+00    2.13e-01      1.59e+00    1.55e-01    4.4e-07
 279050      2.24e+00    3.47e-01      1.63e+00    2.53e-01    4.4e-07
 279060      2.07e+00    1.80e-01      1.51e+00    1.32e-01    4.4e-07
 279070      2.17e+00    2.06e-01      1.58e+00    1.50e-01    4.4e-07
 279080      1.94e+00    1.87e-01      1.42e+00    1.37e-01    4.4e-07
 279090      2.15e+00    9.73e-02      1.56e+00    7.10e-02    4.4e-07
 279100      2.47e+00    2.08e-01      1.80e+00    1.51e-01    4.4e-07
 279110      2.01e+00    1.22e-01      1.47e+00    8.87e-02    4.4e-07
 279120      1.93e+00    2.30e-01      1.41e+00    1.68e-01    4.4e-07
 279130      1.95e+00    2.15e-01      1.42e+00    1.57e-01    4.4e-07
 279140      1.98e+00    3.42e-01      1.45e+00    2.49e-01    4.4e-07
 279150      2.05e+00    1.60e-01      1.49e+00    1.17e-01    4.4e-07
 279160      1.87e+00    1.06e-01      1.36e+00    7.76e-02    4.4e-07
 279170      2.18e+00    1.98e-01      1.59e+00    1.44e-01    4.4e-07
 279180      1.91e+00    1.76e-01      1.39e+00    1.28e-01    4.4e-07
 279190      2.48e+00    1.97e-01      1.81e+00    1.43e-01    4.4e-07
 279200      2.10e+00    2.21e-01      1.53e+00    1.61e-01    4.4e-07
 279210      2.29e+00    2.41e-01      1.67e+00    1.76e-01    4.4e-07
 279220      1.97e+00    1.75e-01      1.44e+00    1.28e-01    4.4e-07
 279230      2.03e+00    2.63e-01      1.48e+00    1.92e-01    4.4e-07
 279240      2.03e+00    1.87e-01      1.48e+00    1.36e-01    4.4e-07
 279250      2.06e+00    2.46e-01      1.50e+00    1.80e-01    4.4e-07
 279260      1.85e+00    9.39e-02      1.35e+00    6.85e-02    4.4e-07
 279270      1.97e+00    2.59e-01      1.44e+00    1.89e-01    4.4e-07
 279280      2.35e+00    2.04e-01      1.72e+00    1.49e-01    4.4e-07
 279290      2.14e+00    2.38e-01      1.56e+00    1.74e-01    4.4e-07
 279300      2.03e+00    1.69e-01      1.48e+00    1.23e-01    4.4e-07
 279310      2.20e+00    2.51e-01      1.60e+00    1.83e-01    4.4e-07
 279320      2.00e+00    2.22e-01      1.46e+00    1.62e-01    4.4e-07
 279330      1.92e+00    2.35e-01      1.40e+00    1.71e-01    4.4e-07
 279340      1.80e+00    1.78e-01      1.31e+00    1.30e-01    4.4e-07
 279350      2.21e+00    3.54e-01      1.61e+00    2.58e-01    4.4e-07
 279360      2.19e+00    2.57e-01      1.60e+00    1.87e-01    4.4e-07
 279370      1.90e+00    1.31e-01      1.38e+00    9.52e-02    4.4e-07
 279380      2.04e+00    1.55e-01      1.49e+00    1.13e-01    4.4e-07
 279390      2.31e+00    1.40e-01      1.68e+00    1.02e-01    4.4e-07
 279400      2.30e+00    1.35e-01      1.68e+00    9.88e-02    4.4e-07
 279410      1.78e+00    1.72e-01      1.30e+00    1.26e-01    4.4e-07
 279420      1.99e+00    1.72e-01      1.45e+00    1.26e-01    4.4e-07
 279430      2.33e+00    2.17e-01      1.70e+00    1.59e-01    4.4e-07
 279440      2.11e+00    1.80e-01      1.54e+00    1.31e-01    4.4e-07
 279450      1.96e+00    1.21e-01      1.43e+00    8.84e-02    4.4e-07
 279460      1.98e+00    2.05e-01      1.44e+00    1.49e-01    4.4e-07
 279470      2.38e+00    3.41e-01      1.74e+00    2.49e-01    4.4e-07
 279480      2.21e+00    3.35e-01      1.61e+00    2.44e-01    4.4e-07
 279490      2.47e+00    1.70e-01      1.80e+00    1.24e-01    4.4e-07
 279500      2.11e+00    2.60e-01      1.54e+00    1.90e-01    4.4e-07
 279510      2.05e+00    1.63e-01      1.49e+00    1.19e-01    4.4e-07
 279520      2.26e+00    1.86e-01      1.65e+00    1.35e-01    4.4e-07
 279530      2.42e+00    3.50e-01      1.76e+00    2.55e-01    4.4e-07
 279540      2.06e+00    2.55e-01      1.50e+00    1.86e-01    4.4e-07
 279550      2.28e+00    2.17e-01      1.66e+00    1.58e-01    4.4e-07
 279560      2.13e+00    1.72e-01      1.55e+00    1.25e-01    4.4e-07
 279570      1.85e+00    1.77e-01      1.35e+00    1.29e-01    4.4e-07
 279580      2.09e+00    2.50e-01      1.53e+00    1.83e-01    4.4e-07
 279590      2.36e+00    2.77e-01      1.72e+00    2.02e-01    4.4e-07
 279600      2.18e+00    2.61e-01      1.59e+00    1.91e-01    4.4e-07
 279610      1.96e+00    2.57e-01      1.43e+00    1.87e-01    4.4e-07
 279620      2.26e+00    1.20e-01      1.65e+00    8.73e-02    4.4e-07
 279630      2.39e+00    1.35e-01      1.75e+00    9.81e-02    4.4e-07
 279640      1.97e+00    1.38e-01      1.44e+00    1.01e-01    4.4e-07
 279650      2.20e+00    1.70e-01      1.60e+00    1.24e-01    4.4e-07
 279660      2.37e+00    1.79e-01      1.73e+00    1.30e-01    4.4e-07
 279670      2.05e+00    2.14e-01      1.50e+00    1.56e-01    4.4e-07
 279680      1.87e+00    2.19e-01      1.37e+00    1.59e-01    4.4e-07
 279690      2.40e+00    2.31e-01      1.75e+00    1.68e-01    4.4e-07
 279700      1.74e+00    1.84e-01      1.27e+00    1.34e-01    4.4e-07
 279710      2.19e+00    1.47e-01      1.60e+00    1.08e-01    4.4e-07
 279720      2.22e+00    3.17e-01      1.62e+00    2.31e-01    4.4e-07
 279730      2.35e+00    1.83e-01      1.71e+00    1.34e-01    4.4e-07
 279740      2.04e+00    2.32e-01      1.49e+00    1.69e-01    4.4e-07
 279750      2.02e+00    2.27e-01      1.48e+00    1.66e-01    4.4e-07
 279760      1.96e+00    1.42e-01      1.43e+00    1.04e-01    4.4e-07
 279770      1.80e+00    1.49e-01      1.31e+00    1.09e-01    4.4e-07
 279780      2.19e+00    2.75e-01      1.60e+00    2.01e-01    4.4e-07
 279790      1.96e+00    2.24e-01      1.43e+00    1.63e-01    4.4e-07
 279800      2.18e+00    2.18e-01      1.59e+00    1.59e-01    4.4e-07
 279810      1.90e+00    2.10e-01      1.39e+00    1.53e-01    4.4e-07
 279820      2.15e+00    1.28e-01      1.57e+00    9.36e-02    4.4e-07
 279830      2.00e+00    1.39e-01      1.46e+00    1.02e-01    4.4e-07
 279840      2.10e+00    1.36e-01      1.53e+00    9.90e-02    4.4e-07
 279850      2.25e+00    2.40e-01      1.64e+00    1.75e-01    4.4e-07
 279860      1.82e+00    1.20e-01      1.33e+00    8.72e-02    4.4e-07
 279870      2.18e+00    1.41e-01      1.59e+00    1.03e-01    4.4e-07
 279880      2.10e+00    4.75e-01      1.53e+00    3.46e-01    4.4e-07
 279890      2.62e+00    1.70e-01      1.91e+00    1.24e-01    4.4e-07
 279900      2.24e+00    1.14e-01      1.64e+00    8.29e-02    4.4e-07
 279910      2.15e+00    1.08e-01      1.57e+00    7.91e-02    4.4e-07
 279920      2.36e+00    3.53e-01      1.72e+00    2.57e-01    4.4e-07
 279930      2.19e+00    2.34e-01      1.59e+00    1.71e-01    4.4e-07
 279940      2.09e+00    4.73e-01      1.53e+00    3.45e-01    4.4e-07
 279950      2.14e+00    2.20e-01      1.56e+00    1.61e-01    4.4e-07
 279960      2.08e+00    1.61e-01      1.51e+00    1.17e-01    4.4e-07
 279970      2.12e+00    2.01e-01      1.55e+00    1.47e-01    4.4e-07
 279980      2.16e+00    1.36e-01      1.57e+00    9.90e-02    4.4e-07
 279990      2.11e+00    1.15e-01      1.54e+00    8.38e-02    4.4e-07
 280000      1.75e+00    1.57e-01      1.32e+00    1.18e-01    3.9e-07
 280010      2.05e+00    2.00e-01      1.54e+00    1.50e-01    3.9e-07
 280020      1.96e+00    3.15e-01      1.47e+00    2.36e-01    3.9e-07
 280030      2.01e+00    1.63e-01      1.51e+00    1.22e-01    3.9e-07
 280040      1.86e+00    4.51e-01      1.40e+00    3.39e-01    3.9e-07
 280050      2.44e+00    2.62e-01      1.83e+00    1.96e-01    3.9e-07
 280060      1.75e+00    1.48e-01      1.31e+00    1.11e-01    3.9e-07
 280070      1.82e+00    1.29e-01      1.37e+00    9.66e-02    3.9e-07
 280080      2.27e+00    1.22e-01      1.71e+00    9.14e-02    3.9e-07
 280090      2.00e+00    2.41e-01      1.50e+00    1.81e-01    3.9e-07
 280100      1.97e+00    2.60e-01      1.48e+00    1.95e-01    3.9e-07
 280110      2.24e+00    8.55e-02      1.68e+00    6.42e-02    3.9e-07
 280120      1.92e+00    1.97e-01      1.44e+00    1.48e-01    3.9e-07
 280130      1.86e+00    2.21e-01      1.39e+00    1.66e-01    3.9e-07
 280140      2.22e+00    1.51e-01      1.66e+00    1.13e-01    3.9e-07
 280150      2.05e+00    1.47e-01      1.54e+00    1.10e-01    3.9e-07
 280160      2.07e+00    2.21e-01      1.55e+00    1.66e-01    3.9e-07
 280170      1.92e+00    2.14e-01      1.44e+00    1.61e-01    3.9e-07
 280180      2.25e+00    3.00e-01      1.69e+00    2.26e-01    3.9e-07
 280190      2.26e+00    2.56e-01      1.70e+00    1.92e-01    3.9e-07
 280200      1.99e+00    2.93e-01      1.49e+00    2.20e-01    3.9e-07
 280210      2.07e+00    3.03e-01      1.55e+00    2.27e-01    3.9e-07
 280220      2.26e+00    2.43e-01      1.70e+00    1.82e-01    3.9e-07
 280230      1.99e+00    2.13e-01      1.50e+00    1.60e-01    3.9e-07
 280240      2.02e+00    2.05e-01      1.52e+00    1.54e-01    3.9e-07
 280250      1.79e+00    1.90e-01      1.34e+00    1.42e-01    3.9e-07
 280260      2.31e+00    2.92e-01      1.74e+00    2.19e-01    3.9e-07
 280270      2.20e+00    1.95e-01      1.65e+00    1.46e-01    3.9e-07
 280280      1.89e+00    2.13e-01      1.42e+00    1.60e-01    3.9e-07
 280290      2.28e+00    1.68e-01      1.71e+00    1.26e-01    3.9e-07
 280300      2.15e+00    2.26e-01      1.61e+00    1.70e-01    3.9e-07
 280310      2.15e+00    2.14e-01      1.62e+00    1.60e-01    3.9e-07
 280320      2.03e+00    3.61e-01      1.52e+00    2.71e-01    3.9e-07
 280330      2.03e+00    2.18e-01      1.53e+00    1.63e-01    3.9e-07
 280340      1.89e+00    1.65e-01      1.42e+00    1.24e-01    3.9e-07
 280350      2.26e+00    1.77e-01      1.70e+00    1.33e-01    3.9e-07
 280360      2.00e+00    1.67e-01      1.50e+00    1.26e-01    3.9e-07
 280370      2.72e+00    1.86e-01      2.04e+00    1.40e-01    3.9e-07
 280380      2.12e+00    1.60e-01      1.59e+00    1.20e-01    3.9e-07
 280390      1.87e+00    2.10e-01      1.40e+00    1.58e-01    3.9e-07
 280400      2.01e+00    2.22e-01      1.51e+00    1.67e-01    3.9e-07
 280410      1.92e+00    1.93e-01      1.44e+00    1.45e-01    3.9e-07
 280420      1.98e+00    2.55e-01      1.49e+00    1.91e-01    3.9e-07
 280430      2.15e+00    1.17e-01      1.61e+00    8.81e-02    3.9e-07
 280440      1.92e+00    1.41e-01      1.44e+00    1.06e-01    3.9e-07
 280450      1.67e+00    1.42e-01      1.26e+00    1.07e-01    3.9e-07
 280460      2.08e+00    2.17e-01      1.56e+00    1.63e-01    3.9e-07
 280470      2.51e+00    2.49e-01      1.88e+00    1.87e-01    3.9e-07
 280480      1.94e+00    1.21e-01      1.46e+00    9.07e-02    3.9e-07
 280490      1.86e+00    1.27e-01      1.40e+00    9.55e-02    3.9e-07
 280500      2.59e+00    2.01e-01      1.95e+00    1.51e-01    3.9e-07
 280510      2.09e+00    3.14e-01      1.57e+00    2.36e-01    3.9e-07
 280520      2.02e+00    1.37e-01      1.52e+00    1.03e-01    3.9e-07
 280530      1.99e+00    1.57e-01      1.49e+00    1.18e-01    3.9e-07
 280540      1.95e+00    1.89e-01      1.46e+00    1.42e-01    3.9e-07
 280550      2.05e+00    1.47e-01      1.54e+00    1.10e-01    3.9e-07
 280560      2.00e+00    1.38e-01      1.50e+00    1.04e-01    3.9e-07
 280570      2.04e+00    3.41e-01      1.53e+00    2.56e-01    3.9e-07
 280580      1.82e+00    1.53e-01      1.37e+00    1.15e-01    3.9e-07
 280590      1.89e+00    1.37e-01      1.42e+00    1.03e-01    3.9e-07
 280600      1.94e+00    1.80e-01      1.46e+00    1.35e-01    3.9e-07
 280610      1.87e+00    2.11e-01      1.40e+00    1.58e-01    3.9e-07
 280620      2.15e+00    1.26e-01      1.62e+00    9.46e-02    3.9e-07
 280630      2.00e+00    2.03e-01      1.51e+00    1.52e-01    3.9e-07
 280640      1.81e+00    3.60e-01      1.36e+00    2.70e-01    3.9e-07
 280650      2.19e+00    2.37e-01      1.65e+00    1.78e-01    3.9e-07
 280660      2.47e+00    2.27e-01      1.85e+00    1.70e-01    3.9e-07
 280670      2.29e+00    1.79e-01      1.72e+00    1.35e-01    3.9e-07
 280680      1.81e+00    3.42e-01      1.36e+00    2.57e-01    3.9e-07
 280690      1.99e+00    2.36e-01      1.50e+00    1.77e-01    3.9e-07
 280700      2.18e+00    1.05e-01      1.64e+00    7.86e-02    3.9e-07
 280710      2.16e+00    2.00e-01      1.62e+00    1.50e-01    3.9e-07
 280720      2.37e+00    1.59e-01      1.78e+00    1.20e-01    3.9e-07
 280730      1.99e+00    1.40e-01      1.49e+00    1.05e-01    3.9e-07
 280740      2.14e+00    3.99e-01      1.60e+00    3.00e-01    3.9e-07
 280750      2.28e+00    1.42e-01      1.71e+00    1.07e-01    3.9e-07
 280760      1.86e+00    1.33e-01      1.40e+00    9.97e-02    3.9e-07
 280770      1.95e+00    1.06e-01      1.46e+00    7.95e-02    3.9e-07
 280780      1.80e+00    2.24e-01      1.35e+00    1.68e-01    3.9e-07
 280790      1.82e+00    1.35e-01      1.37e+00    1.01e-01    3.9e-07
 280800      2.30e+00    2.09e-01      1.72e+00    1.57e-01    3.9e-07
 280810      2.15e+00    9.16e-02      1.62e+00    6.88e-02    3.9e-07
 280820      1.91e+00    1.70e-01      1.44e+00    1.27e-01    3.9e-07
 280830      2.00e+00    2.51e-01      1.50e+00    1.89e-01    3.9e-07
 280840      1.70e+00    1.25e-01      1.28e+00    9.41e-02    3.9e-07
 280850      2.29e+00    2.49e-01      1.72e+00    1.87e-01    3.9e-07
 280860      1.97e+00    3.34e-01      1.48e+00    2.50e-01    3.9e-07
 280870      2.23e+00    1.61e-01      1.67e+00    1.21e-01    3.9e-07
 280880      2.16e+00    1.55e-01      1.62e+00    1.16e-01    3.9e-07
 280890      2.14e+00    1.49e-01      1.61e+00    1.12e-01    3.9e-07
 280900      2.27e+00    1.48e-01      1.70e+00    1.11e-01    3.9e-07
 280910      2.02e+00    1.63e-01      1.52e+00    1.23e-01    3.9e-07
 280920      2.16e+00    1.48e-01      1.62e+00    1.11e-01    3.9e-07
 280930      1.87e+00    1.19e-01      1.40e+00    8.97e-02    3.9e-07
 280940      2.13e+00    1.48e-01      1.60e+00    1.11e-01    3.9e-07
 280950      2.06e+00    2.34e-01      1.54e+00    1.75e-01    3.9e-07
 280960      2.13e+00    1.69e-01      1.60e+00    1.27e-01    3.9e-07
 280970      2.02e+00    2.40e-01      1.52e+00    1.80e-01    3.9e-07
 280980      2.10e+00    1.19e-01      1.57e+00    8.94e-02    3.9e-07
 280990      2.01e+00    1.23e-01      1.51e+00    9.23e-02    3.9e-07
 281000      1.94e+00    1.89e-01      1.46e+00    1.42e-01    3.9e-07
 281010      2.21e+00    1.57e-01      1.66e+00    1.18e-01    3.9e-07
 281020      1.94e+00    1.62e-01      1.46e+00    1.22e-01    3.9e-07
 281030      2.09e+00    2.82e-01      1.57e+00    2.12e-01    3.9e-07
 281040      1.92e+00    1.75e-01      1.44e+00    1.31e-01    3.9e-07
 281050      2.39e+00    1.72e-01      1.80e+00    1.29e-01    3.9e-07
 281060      2.49e+00    1.37e-01      1.87e+00    1.03e-01    3.9e-07
 281070      2.11e+00    1.92e-01      1.58e+00    1.44e-01    3.9e-07
 281080      2.14e+00    2.17e-01      1.61e+00    1.63e-01    3.9e-07
 281090      1.97e+00    1.47e-01      1.48e+00    1.10e-01    3.9e-07
 281100      2.59e+00    1.50e-01      1.95e+00    1.13e-01    3.9e-07
 281110      2.00e+00    1.71e-01      1.50e+00    1.28e-01    3.9e-07
 281120      1.90e+00    1.65e-01      1.43e+00    1.24e-01    3.9e-07
 281130      2.06e+00    1.46e-01      1.54e+00    1.10e-01    3.9e-07
 281140      2.46e+00    1.34e-01      1.85e+00    1.00e-01    3.9e-07
 281150      2.00e+00    1.44e-01      1.50e+00    1.08e-01    3.9e-07
 281160      2.17e+00    1.58e-01      1.63e+00    1.19e-01    3.9e-07
 281170      2.16e+00    3.08e-01      1.62e+00    2.31e-01    3.9e-07
 281180      1.89e+00    2.18e-01      1.42e+00    1.63e-01    3.9e-07
 281190      1.91e+00    2.04e-01      1.44e+00    1.53e-01    3.9e-07
 281200      2.11e+00    1.18e-01      1.58e+00    8.87e-02    3.9e-07
 281210      1.95e+00    3.11e-01      1.46e+00    2.33e-01    3.9e-07
 281220      2.17e+00    1.81e-01      1.63e+00    1.36e-01    3.9e-07
 281230      2.15e+00    1.12e-01      1.61e+00    8.43e-02    3.9e-07
 281240      2.28e+00    2.13e-01      1.71e+00    1.60e-01    3.9e-07
 281250      2.24e+00    3.02e-01      1.68e+00    2.27e-01    3.9e-07
 281260      2.24e+00    1.07e-01      1.68e+00    8.02e-02    3.9e-07
 281270      2.02e+00    9.58e-02      1.52e+00    7.19e-02    3.9e-07
 281280      2.21e+00    1.75e-01      1.66e+00    1.31e-01    3.9e-07
 281290      2.21e+00    1.37e-01      1.66e+00    1.03e-01    3.9e-07
 281300      2.00e+00    2.86e-01      1.50e+00    2.15e-01    3.9e-07
 281310      1.83e+00    1.61e-01      1.37e+00    1.21e-01    3.9e-07
 281320      2.20e+00    1.85e-01      1.65e+00    1.39e-01    3.9e-07
 281330      1.96e+00    2.66e-01      1.47e+00    1.99e-01    3.9e-07
 281340      2.30e+00    1.92e-01      1.73e+00    1.44e-01    3.9e-07
 281350      2.09e+00    3.14e-01      1.57e+00    2.36e-01    3.9e-07
 281360      1.87e+00    2.00e-01      1.41e+00    1.50e-01    3.9e-07
 281370      1.71e+00    2.65e-01      1.28e+00    1.99e-01    3.9e-07
 281380      2.20e+00    2.42e-01      1.65e+00    1.81e-01    3.9e-07
 281390      2.21e+00    3.01e-01      1.66e+00    2.26e-01    3.9e-07
 281400      1.97e+00    1.75e-01      1.48e+00    1.31e-01    3.9e-07
 281410      2.14e+00    2.28e-01      1.61e+00    1.71e-01    3.9e-07
 281420      1.98e+00    1.70e-01      1.49e+00    1.27e-01    3.9e-07
 281430      2.39e+00    9.78e-02      1.80e+00    7.34e-02    3.9e-07
 281440      2.22e+00    1.51e-01      1.67e+00    1.14e-01    3.9e-07
 281450      2.38e+00    1.20e-01      1.79e+00    8.98e-02    3.9e-07
 281460      2.33e+00    2.76e-01      1.75e+00    2.07e-01    3.9e-07
 281470      1.90e+00    1.22e-01      1.43e+00    9.13e-02    3.9e-07
 281480      1.90e+00    1.73e-01      1.42e+00    1.30e-01    3.9e-07
 281490      2.14e+00    1.51e-01      1.60e+00    1.13e-01    3.9e-07
 281500      2.02e+00    1.67e-01      1.52e+00    1.25e-01    3.9e-07
 281510      2.14e+00    1.63e-01      1.61e+00    1.23e-01    3.9e-07
 281520      1.94e+00    2.33e-01      1.46e+00    1.75e-01    3.9e-07
 281530      1.98e+00    3.16e-01      1.48e+00    2.37e-01    3.9e-07
 281540      2.00e+00    2.36e-01      1.50e+00    1.77e-01    3.9e-07
 281550      1.92e+00    2.27e-01      1.44e+00    1.70e-01    3.9e-07
 281560      2.26e+00    1.64e-01      1.69e+00    1.23e-01    3.9e-07
 281570      2.30e+00    1.22e-01      1.72e+00    9.16e-02    3.9e-07
 281580      1.87e+00    1.84e-01      1.41e+00    1.38e-01    3.9e-07
 281590      2.00e+00    1.92e-01      1.50e+00    1.44e-01    3.9e-07
 281600      2.16e+00    2.63e-01      1.63e+00    1.97e-01    3.9e-07
 281610      1.92e+00    1.88e-01      1.44e+00    1.41e-01    3.9e-07
 281620      2.25e+00    2.01e-01      1.69e+00    1.51e-01    3.9e-07
 281630      1.97e+00    1.25e-01      1.48e+00    9.39e-02    3.9e-07
 281640      2.46e+00    1.41e-01      1.85e+00    1.06e-01    3.9e-07
 281650      2.05e+00    1.41e-01      1.54e+00    1.06e-01    3.9e-07
 281660      1.82e+00    3.87e-01      1.37e+00    2.91e-01    3.9e-07
 281670      1.88e+00    2.61e-01      1.41e+00    1.96e-01    3.9e-07
 281680      1.92e+00    1.77e-01      1.44e+00    1.33e-01    3.9e-07
 281690      1.80e+00    1.77e-01      1.35e+00    1.33e-01    3.9e-07
 281700      2.18e+00    1.90e-01      1.64e+00    1.43e-01    3.9e-07
 281710      2.04e+00    1.55e-01      1.53e+00    1.16e-01    3.9e-07
 281720      1.66e+00    2.29e-01      1.25e+00    1.72e-01    3.9e-07
