#  step      rmse_val    rmse_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 166010      6.57e+00    6.16e-01      1.66e+00    1.56e-01    7.3e-06
 166020      6.67e+00    4.87e-01      1.69e+00    1.23e-01    7.3e-06
 166030      5.94e+00    9.54e-01      1.50e+00    2.41e-01    7.3e-06
 166040      5.39e+00    4.89e-01      1.36e+00    1.24e-01    7.3e-06
 166050      5.85e+00    5.69e-01      1.48e+00    1.44e-01    7.3e-06
 166060      5.50e+00    7.39e-01      1.39e+00    1.87e-01    7.3e-06
 166070      5.74e+00    6.96e-01      1.45e+00    1.76e-01    7.3e-06
 166080      5.83e+00    6.11e-01      1.47e+00    1.54e-01    7.3e-06
 166090      6.97e+00    5.78e-01      1.76e+00    1.46e-01    7.3e-06
 166100      5.60e+00    6.05e-01      1.41e+00    1.53e-01    7.3e-06
 166110      6.98e+00    4.74e-01      1.76e+00    1.20e-01    7.3e-06
 166120      6.62e+00    1.05e+00      1.67e+00    2.66e-01    7.3e-06
 166130      5.25e+00    7.47e-01      1.33e+00    1.89e-01    7.3e-06
 166140      6.22e+00    5.13e-01      1.57e+00    1.30e-01    7.3e-06
 166150      5.92e+00    3.75e-01      1.50e+00    9.48e-02    7.3e-06
 166160      6.42e+00    9.87e-01      1.62e+00    2.49e-01    7.3e-06
 166170      6.09e+00    3.99e-01      1.54e+00    1.01e-01    7.3e-06
 166180      5.67e+00    6.10e-01      1.43e+00    1.54e-01    7.3e-06
 166190      5.90e+00    1.44e+00      1.49e+00    3.64e-01    7.3e-06
 166200      6.47e+00    5.21e-01      1.63e+00    1.32e-01    7.3e-06
 166210      6.15e+00    7.29e-01      1.55e+00    1.84e-01    7.3e-06
 166220      6.09e+00    6.08e-01      1.54e+00    1.54e-01    7.3e-06
 166230      5.41e+00    5.73e-01      1.37e+00    1.45e-01    7.3e-06
 166240      6.43e+00    7.53e-01      1.62e+00    1.90e-01    7.3e-06
 166250      6.24e+00    7.33e-01      1.58e+00    1.85e-01    7.3e-06
 166260      6.57e+00    5.97e-01      1.66e+00    1.51e-01    7.3e-06
 166270      6.20e+00    6.48e-01      1.56e+00    1.64e-01    7.3e-06
 166280      5.86e+00    5.15e-01      1.48e+00    1.30e-01    7.3e-06
 166290      6.27e+00    8.00e-01      1.58e+00    2.02e-01    7.3e-06
 166300      6.00e+00    3.41e-01      1.51e+00    8.62e-02    7.3e-06
 166310      5.90e+00    4.03e-01      1.49e+00    1.02e-01    7.3e-06
 166320      5.83e+00    4.30e-01      1.47e+00    1.08e-01    7.3e-06
 166330      6.38e+00    5.42e-01      1.61e+00    1.37e-01    7.3e-06
 166340      6.21e+00    5.76e-01      1.57e+00    1.45e-01    7.3e-06
 166350      6.18e+00    3.72e-01      1.56e+00    9.39e-02    7.3e-06
 166360      6.45e+00    4.05e-01      1.63e+00    1.02e-01    7.3e-06
 166370      5.85e+00    6.95e-01      1.48e+00    1.76e-01    7.3e-06
 166380      5.75e+00    8.58e-01      1.45e+00    2.17e-01    7.3e-06
 166390      5.54e+00    7.09e-01      1.40e+00    1.79e-01    7.3e-06
 166400      6.47e+00    1.16e+00      1.63e+00    2.93e-01    7.3e-06
 166410      6.25e+00    5.47e-01      1.58e+00    1.38e-01    7.3e-06
 166420      7.02e+00    3.46e-01      1.77e+00    8.75e-02    7.3e-06
 166430      6.81e+00    8.44e-01      1.72e+00    2.13e-01    7.3e-06
 166440      6.50e+00    6.12e-01      1.64e+00    1.54e-01    7.3e-06
 166450      6.09e+00    3.14e-01      1.54e+00    7.92e-02    7.3e-06
 166460      6.30e+00    5.09e-01      1.59e+00    1.28e-01    7.3e-06
 166470      5.68e+00    7.63e-01      1.44e+00    1.93e-01    7.3e-06
 166480      5.95e+00    7.85e-01      1.50e+00    1.98e-01    7.3e-06
 166490      6.90e+00    6.67e-01      1.74e+00    1.69e-01    7.3e-06
 166500      6.42e+00    5.13e-01      1.62e+00    1.29e-01    7.3e-06
 166510      6.98e+00    6.91e-01      1.76e+00    1.74e-01    7.3e-06
 166520      5.84e+00    6.16e-01      1.47e+00    1.56e-01    7.3e-06
 166530      6.98e+00    8.85e-01      1.76e+00    2.23e-01    7.3e-06
 166540      5.87e+00    3.52e-01      1.48e+00    8.90e-02    7.3e-06
 166550      5.81e+00    4.93e-01      1.47e+00    1.24e-01    7.3e-06
 166560      6.54e+00    5.96e-01      1.65e+00    1.50e-01    7.3e-06
 166570      6.55e+00    5.69e-01      1.65e+00    1.44e-01    7.3e-06
 166580      6.28e+00    7.59e-01      1.59e+00    1.92e-01    7.3e-06
 166590      5.59e+00    7.11e-01      1.41e+00    1.80e-01    7.3e-06
 166600      6.67e+00    3.16e-01      1.69e+00    7.97e-02    7.3e-06
 166610      6.17e+00    8.04e-01      1.56e+00    2.03e-01    7.3e-06
 166620      5.92e+00    5.00e-01      1.50e+00    1.26e-01    7.3e-06
 166630      6.13e+00    8.34e-01      1.55e+00    2.11e-01    7.3e-06
 166640      6.56e+00    7.54e-01      1.66e+00    1.90e-01    7.3e-06
 166650      5.86e+00    4.64e-01      1.48e+00    1.17e-01    7.3e-06
 166660      6.08e+00    6.01e-01      1.54e+00    1.52e-01    7.3e-06
 166670      6.10e+00    1.01e+00      1.54e+00    2.56e-01    7.3e-06
 166680      5.50e+00    1.09e+00      1.39e+00    2.76e-01    7.3e-06
 166690      6.29e+00    7.05e-01      1.59e+00    1.78e-01    7.3e-06
 166700      5.95e+00    5.41e-01      1.50e+00    1.37e-01    7.3e-06
 166710      5.06e+00    3.67e-01      1.28e+00    9.27e-02    7.3e-06
 166720      5.60e+00    7.90e-01      1.41e+00    2.00e-01    7.3e-06
 166730      6.28e+00    3.91e-01      1.59e+00    9.88e-02    7.3e-06
 166740      6.03e+00    4.25e-01      1.52e+00    1.07e-01    7.3e-06
 166750      5.95e+00    5.51e-01      1.50e+00    1.39e-01    7.3e-06
 166760      5.35e+00    3.54e-01      1.35e+00    8.93e-02    7.3e-06
 166770      5.81e+00    9.95e-01      1.47e+00    2.51e-01    7.3e-06
 166780      6.10e+00    8.78e-01      1.54e+00    2.22e-01    7.3e-06
 166790      6.50e+00    1.02e+00      1.64e+00    2.57e-01    7.3e-06
 166800      6.61e+00    4.10e-01      1.67e+00    1.04e-01    7.3e-06
 166810      6.14e+00    6.32e-01      1.55e+00    1.60e-01    7.3e-06
 166820      5.72e+00    7.41e-01      1.44e+00    1.87e-01    7.3e-06
 166830      5.55e+00    8.32e-01      1.40e+00    2.10e-01    7.3e-06
 166840      6.02e+00    4.12e-01      1.52e+00    1.04e-01    7.3e-06
 166850      5.25e+00    9.88e-01      1.33e+00    2.49e-01    7.3e-06
 166860      5.23e+00    5.36e-01      1.32e+00    1.36e-01    7.3e-06
 166870      5.89e+00    4.54e-01      1.49e+00    1.15e-01    7.3e-06
 166880      6.70e+00    5.04e-01      1.69e+00    1.27e-01    7.3e-06
 166890      5.86e+00    6.17e-01      1.48e+00    1.56e-01    7.3e-06
 166900      6.72e+00    7.38e-01      1.70e+00    1.87e-01    7.3e-06
 166910      6.90e+00    2.81e-01      1.74e+00    7.11e-02    7.3e-06
 166920      6.46e+00    5.50e-01      1.63e+00    1.39e-01    7.3e-06
 166930      5.68e+00    6.12e-01      1.43e+00    1.55e-01    7.3e-06
 166940      6.48e+00    2.95e-01      1.64e+00    7.44e-02    7.3e-06
 166950      6.84e+00    3.29e-01      1.73e+00    8.30e-02    7.3e-06
 166960      5.65e+00    5.03e-01      1.43e+00    1.27e-01    7.3e-06
 166970      5.90e+00    9.90e-01      1.49e+00    2.50e-01    7.3e-06
 166980      6.08e+00    3.31e-01      1.54e+00    8.37e-02    7.3e-06
 166990      6.26e+00    5.00e-01      1.58e+00    1.26e-01    7.3e-06
 167000      6.38e+00    6.10e-01      1.61e+00    1.54e-01    7.3e-06
 167010      6.58e+00    3.58e-01      1.66e+00    9.04e-02    7.3e-06
 167020      6.28e+00    3.37e-01      1.59e+00    8.50e-02    7.3e-06
 167030      6.46e+00    8.10e-01      1.63e+00    2.05e-01    7.3e-06
 167040      5.86e+00    6.91e-01      1.48e+00    1.74e-01    7.3e-06
 167050      5.77e+00    5.50e-01      1.46e+00    1.39e-01    7.3e-06
 167060      5.13e+00    3.18e-01      1.30e+00    8.04e-02    7.3e-06
 167070      7.05e+00    4.77e-01      1.78e+00    1.20e-01    7.3e-06
 167080      6.64e+00    5.67e-01      1.68e+00    1.43e-01    7.3e-06
 167090      5.92e+00    5.34e-01      1.49e+00    1.35e-01    7.3e-06
 167100      5.74e+00    3.52e-01      1.45e+00    8.88e-02    7.3e-06
 167110      5.98e+00    5.66e-01      1.51e+00    1.43e-01    7.3e-06
 167120      5.55e+00    1.14e+00      1.40e+00    2.88e-01    7.3e-06
 167130      5.54e+00    4.04e-01      1.40e+00    1.02e-01    7.3e-06
 167140      5.63e+00    4.34e-01      1.42e+00    1.10e-01    7.3e-06
 167150      6.40e+00    5.12e-01      1.62e+00    1.29e-01    7.3e-06
 167160      6.36e+00    5.39e-01      1.61e+00    1.36e-01    7.3e-06
 167170      6.00e+00    5.64e-01      1.51e+00    1.43e-01    7.3e-06
 167180      6.79e+00    4.50e-01      1.72e+00    1.14e-01    7.3e-06
 167190      6.83e+00    3.62e-01      1.72e+00    9.13e-02    7.3e-06
 167200      7.18e+00    7.50e-01      1.81e+00    1.90e-01    7.3e-06
 167210      6.24e+00    9.46e-01      1.58e+00    2.39e-01    7.3e-06
 167220      6.42e+00    4.99e-01      1.62e+00    1.26e-01    7.3e-06
 167230      6.93e+00    6.34e-01      1.75e+00    1.60e-01    7.3e-06
 167240      6.86e+00    5.88e-01      1.73e+00    1.49e-01    7.3e-06
 167250      5.87e+00    3.66e-01      1.48e+00    9.24e-02    7.3e-06
 167260      6.78e+00    8.24e-01      1.71e+00    2.08e-01    7.3e-06
 167270      5.03e+00    4.18e-01      1.27e+00    1.06e-01    7.3e-06
 167280      5.89e+00    3.85e-01      1.49e+00    9.72e-02    7.3e-06
 167290      5.91e+00    3.38e-01      1.49e+00    8.55e-02    7.3e-06
 167300      6.13e+00    3.15e-01      1.55e+00    7.96e-02    7.3e-06
 167310      6.10e+00    6.51e-01      1.54e+00    1.64e-01    7.3e-06
 167320      5.50e+00    5.44e-01      1.39e+00    1.37e-01    7.3e-06
 167330      5.07e+00    8.23e-01      1.28e+00    2.08e-01    7.3e-06
 167340      5.67e+00    9.87e-01      1.43e+00    2.49e-01    7.3e-06
 167350      6.82e+00    4.28e-01      1.72e+00    1.08e-01    7.3e-06
 167360      7.44e+00    2.18e-01      1.88e+00    5.52e-02    7.3e-06
 167370      6.38e+00    2.23e-01      1.61e+00    5.62e-02    7.3e-06
 167380      5.78e+00    3.98e-01      1.46e+00    1.01e-01    7.3e-06
 167390      6.18e+00    6.28e-01      1.56e+00    1.59e-01    7.3e-06
 167400      5.65e+00    5.36e-01      1.43e+00    1.35e-01    7.3e-06
 167410      6.10e+00    6.88e-01      1.54e+00    1.74e-01    7.3e-06
 167420      5.65e+00    4.58e-01      1.43e+00    1.16e-01    7.3e-06
 167430      5.90e+00    1.03e+00      1.49e+00    2.59e-01    7.3e-06
 167440      6.74e+00    6.72e-01      1.70e+00    1.70e-01    7.3e-06
 167450      6.11e+00    7.53e-01      1.54e+00    1.90e-01    7.3e-06
 167460      6.45e+00    3.91e-01      1.63e+00    9.88e-02    7.3e-06
 167470      6.37e+00    5.05e-01      1.61e+00    1.28e-01    7.3e-06
 167480      6.52e+00    7.06e-01      1.65e+00    1.78e-01    7.3e-06
 167490      5.43e+00    1.30e+00      1.37e+00    3.29e-01    7.3e-06
 167500      5.97e+00    3.64e-01      1.51e+00    9.18e-02    7.3e-06
 167510      5.92e+00    9.18e-01      1.50e+00    2.32e-01    7.3e-06
 167520      6.01e+00    8.50e-01      1.52e+00    2.15e-01    7.3e-06
 167530      5.34e+00    2.62e-01      1.35e+00    6.62e-02    7.3e-06
 167540      5.63e+00    4.03e-01      1.42e+00    1.02e-01    7.3e-06
 167550      6.65e+00    6.85e-01      1.68e+00    1.73e-01    7.3e-06
 167560      6.30e+00    3.82e-01      1.59e+00    9.64e-02    7.3e-06
 167570      6.65e+00    4.86e-01      1.68e+00    1.23e-01    7.3e-06
 167580      6.10e+00    3.12e-01      1.54e+00    7.87e-02    7.3e-06
 167590      6.96e+00    5.07e-01      1.76e+00    1.28e-01    7.3e-06
 167600      6.89e+00    6.16e-01      1.74e+00    1.56e-01    7.3e-06
 167610      6.49e+00    5.19e-01      1.64e+00    1.31e-01    7.3e-06
 167620      7.47e+00    6.49e-01      1.89e+00    1.64e-01    7.3e-06
 167630      5.71e+00    4.89e-01      1.44e+00    1.24e-01    7.3e-06
 167640      6.22e+00    5.70e-01      1.57e+00    1.44e-01    7.3e-06
 167650      7.06e+00    8.66e-01      1.78e+00    2.19e-01    7.3e-06
 167660      6.80e+00    7.27e-01      1.72e+00    1.84e-01    7.3e-06
 167670      5.74e+00    3.84e-01      1.45e+00    9.70e-02    7.3e-06
 167680      5.94e+00    6.03e-01      1.50e+00    1.52e-01    7.3e-06
 167690      6.74e+00    7.78e-01      1.70e+00    1.97e-01    7.3e-06
 167700      6.35e+00    4.85e-01      1.60e+00    1.22e-01    7.3e-06
 167710      6.30e+00    4.20e-01      1.59e+00    1.06e-01    7.3e-06
 167720      5.97e+00    8.79e-01      1.51e+00    2.22e-01    7.3e-06
 167730      5.87e+00    6.22e-01      1.48e+00    1.57e-01    7.3e-06
 167740      6.71e+00    4.70e-01      1.70e+00    1.19e-01    7.3e-06
 167750      6.84e+00    6.01e-01      1.73e+00    1.52e-01    7.3e-06
 167760      6.82e+00    7.45e-01      1.72e+00    1.88e-01    7.3e-06
 167770      5.36e+00    1.01e+00      1.35e+00    2.55e-01    7.3e-06
 167780      6.79e+00    3.91e-01      1.72e+00    9.87e-02    7.3e-06
 167790      5.62e+00    6.24e-01      1.42e+00    1.58e-01    7.3e-06
 167800      6.30e+00    8.08e-01      1.59e+00    2.04e-01    7.3e-06
 167810      5.09e+00    5.69e-01      1.28e+00    1.44e-01    7.3e-06
 167820      6.10e+00    7.23e-01      1.54e+00    1.83e-01    7.3e-06
 167830      5.98e+00    4.93e-01      1.51e+00    1.25e-01    7.3e-06
 167840      5.86e+00    4.04e-01      1.48e+00    1.02e-01    7.3e-06
 167850      6.95e+00    6.28e-01      1.76e+00    1.59e-01    7.3e-06
 167860      6.10e+00    4.38e-01      1.54e+00    1.11e-01    7.3e-06
 167870      6.02e+00    6.02e-01      1.52e+00    1.52e-01    7.3e-06
 167880      6.68e+00    4.68e-01      1.69e+00    1.18e-01    7.3e-06
 167890      5.87e+00    1.01e+00      1.48e+00    2.55e-01    7.3e-06
 167900      6.21e+00    3.72e-01      1.57e+00    9.40e-02    7.3e-06
 167910      6.48e+00    5.31e-01      1.64e+00    1.34e-01    7.3e-06
 167920      6.89e+00    4.94e-01      1.74e+00    1.25e-01    7.3e-06
 167930      6.26e+00    6.72e-01      1.58e+00    1.70e-01    7.3e-06
 167940      6.38e+00    1.54e+00      1.61e+00    3.89e-01    7.3e-06
 167950      6.47e+00    6.64e-01      1.63e+00    1.68e-01    7.3e-06
 167960      6.67e+00    5.53e-01      1.68e+00    1.40e-01    7.3e-06
 167970      6.25e+00    3.48e-01      1.58e+00    8.79e-02    7.3e-06
 167980      6.65e+00    5.28e-01      1.68e+00    1.33e-01    7.3e-06
 167990      5.63e+00    4.02e-01      1.42e+00    1.01e-01    7.3e-06
 168000      6.04e+00    5.04e-01      1.53e+00    1.27e-01    7.3e-06
 168010      5.35e+00    5.97e-01      1.35e+00    1.51e-01    7.3e-06
 168020      5.66e+00    8.03e-01      1.43e+00    2.03e-01    7.3e-06
 168030      5.83e+00    6.81e-01      1.47e+00    1.72e-01    7.3e-06
 168040      4.85e+00    5.31e-01      1.23e+00    1.34e-01    7.3e-06
 168050      6.05e+00    7.58e-01      1.53e+00    1.91e-01    7.3e-06
 168060      6.91e+00    5.28e-01      1.75e+00    1.33e-01    7.3e-06
 168070      5.58e+00    5.61e-01      1.41e+00    1.42e-01    7.3e-06
 168080      5.54e+00    5.99e-01      1.40e+00    1.51e-01    7.3e-06
 168090      6.76e+00    4.37e-01      1.71e+00    1.10e-01    7.3e-06
 168100      5.55e+00    3.61e-01      1.40e+00    9.13e-02    7.3e-06
 168110      5.95e+00    6.81e-01      1.50e+00    1.72e-01    7.3e-06
 168120      5.92e+00    6.76e-01      1.50e+00    1.71e-01    7.3e-06
 168130      6.20e+00    3.78e-01      1.57e+00    9.56e-02    7.3e-06
 168140      6.82e+00    8.47e-01      1.72e+00    2.14e-01    7.3e-06
 168150      5.82e+00    4.59e-01      1.47e+00    1.16e-01    7.3e-06
 168160      6.12e+00    5.52e-01      1.55e+00    1.39e-01    7.3e-06
 168170      6.17e+00    7.52e-01      1.56e+00    1.90e-01    7.3e-06
 168180      5.85e+00    7.34e-01      1.48e+00    1.85e-01    7.3e-06
 168190      5.19e+00    4.44e-01      1.31e+00    1.12e-01    7.3e-06
 168200      6.85e+00    1.65e+00      1.73e+00    4.16e-01    7.3e-06
 168210      5.92e+00    3.19e-01      1.49e+00    8.05e-02    7.3e-06
 168220      6.69e+00    4.92e-01      1.69e+00    1.24e-01    7.3e-06
 168230      6.59e+00    3.88e-01      1.66e+00    9.81e-02    7.3e-06
 168240      6.51e+00    4.62e-01      1.64e+00    1.17e-01    7.3e-06
 168250      5.34e+00    6.31e-01      1.35e+00    1.59e-01    7.3e-06
 168260      6.12e+00    3.92e-01      1.55e+00    9.89e-02    7.3e-06
 168270      5.69e+00    5.93e-01      1.44e+00    1.50e-01    7.3e-06
 168280      6.25e+00    6.39e-01      1.58e+00    1.61e-01    7.3e-06
 168290      6.19e+00    3.05e-01      1.56e+00    7.71e-02    7.3e-06
 168300      6.01e+00    5.94e-01      1.52e+00    1.50e-01    7.3e-06
 168310      5.79e+00    6.17e-01      1.46e+00    1.56e-01    7.3e-06
 168320      5.93e+00    2.51e-01      1.50e+00    6.35e-02    7.3e-06
 168330      6.75e+00    8.57e-01      1.70e+00    2.16e-01    7.3e-06
 168340      6.91e+00    6.27e-01      1.75e+00    1.58e-01    7.3e-06
 168350      6.62e+00    6.93e-01      1.67e+00    1.75e-01    7.3e-06
 168360      5.72e+00    5.98e-01      1.44e+00    1.51e-01    7.3e-06
 168370      5.96e+00    5.10e-01      1.50e+00    1.29e-01    7.3e-06
 168380      6.14e+00    3.58e-01      1.55e+00    9.05e-02    7.3e-06
 168390      5.39e+00    7.49e-01      1.36e+00    1.89e-01    7.3e-06
 168400      6.61e+00    7.38e-01      1.67e+00    1.86e-01    7.3e-06
 168410      6.13e+00    7.29e-01      1.55e+00    1.84e-01    7.3e-06
 168420      5.41e+00    3.94e-01      1.37e+00    9.94e-02    7.3e-06
 168430      5.81e+00    7.09e-01      1.47e+00    1.79e-01    7.3e-06
 168440      6.71e+00    8.76e-01      1.69e+00    2.21e-01    7.3e-06
 168450      5.93e+00    3.93e-01      1.50e+00    9.92e-02    7.3e-06
 168460      6.40e+00    3.84e-01      1.62e+00    9.70e-02    7.3e-06
 168470      5.24e+00    6.86e-01      1.32e+00    1.73e-01    7.3e-06
 168480      5.13e+00    5.14e-01      1.30e+00    1.30e-01    7.3e-06
 168490      6.55e+00    7.98e-01      1.65e+00    2.01e-01    7.3e-06
 168500      6.70e+00    6.10e-01      1.69e+00    1.54e-01    7.3e-06
 168510      5.43e+00    4.24e-01      1.37e+00    1.07e-01    7.3e-06
 168520      6.58e+00    6.71e-01      1.66e+00    1.70e-01    7.3e-06
 168530      5.31e+00    4.15e-01      1.34e+00    1.05e-01    7.3e-06
 168540      6.13e+00    5.05e-01      1.55e+00    1.27e-01    7.3e-06
 168550      6.93e+00    4.58e-01      1.75e+00    1.16e-01    7.3e-06
 168560      6.97e+00    5.21e-01      1.76e+00    1.31e-01    7.3e-06
 168570      6.99e+00    4.91e-01      1.77e+00    1.24e-01    7.3e-06
 168580      6.68e+00    2.93e-01      1.69e+00    7.41e-02    7.3e-06
 168590      5.77e+00    4.05e-01      1.46e+00    1.02e-01    7.3e-06
 168600      6.83e+00    1.27e+00      1.73e+00    3.21e-01    7.3e-06
 168610      5.73e+00    5.43e-01      1.45e+00    1.37e-01    7.3e-06
 168620      6.78e+00    7.46e-01      1.71e+00    1.88e-01    7.3e-06
 168630      5.98e+00    4.91e-01      1.51e+00    1.24e-01    7.3e-06
 168640      6.43e+00    3.92e-01      1.62e+00    9.89e-02    7.3e-06
 168650      6.37e+00    5.42e-01      1.61e+00    1.37e-01    7.3e-06
 168660      5.59e+00    4.16e-01      1.41e+00    1.05e-01    7.3e-06
 168670      5.61e+00    4.99e-01      1.42e+00    1.26e-01    7.3e-06
 168680      6.24e+00    3.67e-01      1.58e+00    9.26e-02    7.3e-06
 168690      5.86e+00    7.09e-01      1.48e+00    1.79e-01    7.3e-06
 168700      6.59e+00    8.76e-01      1.66e+00    2.21e-01    7.3e-06
 168710      5.75e+00    9.76e-01      1.45e+00    2.46e-01    7.3e-06
 168720      6.48e+00    6.42e-01      1.64e+00    1.62e-01    7.3e-06
 168730      7.25e+00    7.14e-01      1.83e+00    1.80e-01    7.3e-06
 168740      6.88e+00    8.73e-01      1.74e+00    2.21e-01    7.3e-06
 168750      6.66e+00    4.79e-01      1.68e+00    1.21e-01    7.3e-06
 168760      6.96e+00    6.37e-01      1.76e+00    1.61e-01    7.3e-06
 168770      6.70e+00    3.81e-01      1.69e+00    9.63e-02    7.3e-06
 168780      6.74e+00    4.96e-01      1.70e+00    1.25e-01    7.3e-06
 168790      6.38e+00    5.23e-01      1.61e+00    1.32e-01    7.3e-06
 168800      6.05e+00    4.93e-01      1.53e+00    1.24e-01    7.3e-06
 168810      6.04e+00    1.14e+00      1.52e+00    2.88e-01    7.3e-06
 168820      5.71e+00    1.04e+00      1.44e+00    2.62e-01    7.3e-06
 168830      6.44e+00    5.31e-01      1.63e+00    1.34e-01    7.3e-06
 168840      7.72e+00    7.15e-01      1.95e+00    1.81e-01    7.3e-06
 168850      5.98e+00    3.57e-01      1.51e+00    9.02e-02    7.3e-06
 168860      6.08e+00    6.47e-01      1.54e+00    1.63e-01    7.3e-06
 168870      5.97e+00    3.83e-01      1.51e+00    9.68e-02    7.3e-06
 168880      6.73e+00    4.91e-01      1.70e+00    1.24e-01    7.3e-06
 168890      6.38e+00    4.87e-01      1.61e+00    1.23e-01    7.3e-06
 168900      5.96e+00    8.85e-01      1.51e+00    2.24e-01    7.3e-06
 168910      5.65e+00    7.17e-01      1.43e+00    1.81e-01    7.3e-06
 168920      5.89e+00    2.61e-01      1.49e+00    6.60e-02    7.3e-06
 168930      4.27e+00    6.54e-01      1.08e+00    1.65e-01    7.3e-06
 168940      5.51e+00    7.16e-01      1.39e+00    1.81e-01    7.3e-06
 168950      6.06e+00    3.61e-01      1.53e+00    9.12e-02    7.3e-06
 168960      5.63e+00    5.46e-01      1.42e+00    1.38e-01    7.3e-06
 168970      5.78e+00    4.81e-01      1.46e+00    1.22e-01    7.3e-06
 168980      6.50e+00    4.52e-01      1.64e+00    1.14e-01    7.3e-06
 168990      6.22e+00    6.83e-01      1.57e+00    1.72e-01    7.3e-06
 169000      5.28e+00    8.07e-01      1.33e+00    2.04e-01    7.3e-06
 169010      6.17e+00    5.97e-01      1.56e+00    1.51e-01    7.3e-06
 169020      6.30e+00    3.74e-01      1.59e+00    9.44e-02    7.3e-06
 169030      5.56e+00    6.04e-01      1.41e+00    1.52e-01    7.3e-06
 169040      6.26e+00    9.13e-01      1.58e+00    2.31e-01    7.3e-06
 169050      6.28e+00    6.24e-01      1.59e+00    1.58e-01    7.3e-06
 169060      5.97e+00    5.77e-01      1.51e+00    1.46e-01    7.3e-06
 169070      6.61e+00    3.92e-01      1.67e+00    9.89e-02    7.3e-06
 169080      6.20e+00    4.50e-01      1.57e+00    1.14e-01    7.3e-06
 169090      6.43e+00    4.19e-01      1.62e+00    1.06e-01    7.3e-06
 169100      6.58e+00    3.73e-01      1.66e+00    9.42e-02    7.3e-06
 169110      5.98e+00    5.53e-01      1.51e+00    1.40e-01    7.3e-06
 169120      6.26e+00    5.60e-01      1.58e+00    1.41e-01    7.3e-06
 169130      6.45e+00    5.26e-01      1.63e+00    1.33e-01    7.3e-06
 169140      6.06e+00    9.03e-01      1.53e+00    2.28e-01    7.3e-06
 169150      6.27e+00    5.53e-01      1.58e+00    1.40e-01    7.3e-06
 169160      6.91e+00    4.15e-01      1.75e+00    1.05e-01    7.3e-06
 169170      7.13e+00    5.06e-01      1.80e+00    1.28e-01    7.3e-06
 169180      6.07e+00    5.96e-01      1.53e+00    1.51e-01    7.3e-06
 169190      5.63e+00    4.55e-01      1.42e+00    1.15e-01    7.3e-06
 169200      6.02e+00    8.48e-01      1.52e+00    2.14e-01    7.3e-06
 169210      5.61e+00    3.30e-01      1.42e+00    8.33e-02    7.3e-06
 169220      6.64e+00    4.48e-01      1.68e+00    1.13e-01    7.3e-06
 169230      5.80e+00    5.79e-01      1.47e+00    1.46e-01    7.3e-06
 169240      5.48e+00    7.64e-01      1.38e+00    1.93e-01    7.3e-06
 169250      6.35e+00    5.69e-01      1.60e+00    1.44e-01    7.3e-06
 169260      6.72e+00    6.54e-01      1.70e+00    1.65e-01    7.3e-06
 169270      6.72e+00    4.50e-01      1.70e+00    1.14e-01    7.3e-06
 169280      5.28e+00    5.48e-01      1.33e+00    1.38e-01    7.3e-06
 169290      6.25e+00    3.95e-01      1.58e+00    9.98e-02    7.3e-06
 169300      6.57e+00    4.30e-01      1.66e+00    1.09e-01    7.3e-06
 169310      6.09e+00    7.95e-01      1.54e+00    2.01e-01    7.3e-06
 169320      5.92e+00    4.65e-01      1.50e+00    1.17e-01    7.3e-06
 169330      5.50e+00    6.18e-01      1.39e+00    1.56e-01    7.3e-06
 169340      6.00e+00    5.63e-01      1.51e+00    1.42e-01    7.3e-06
 169350      6.16e+00    7.21e-01      1.56e+00    1.82e-01    7.3e-06
 169360      6.05e+00    7.23e-01      1.53e+00    1.83e-01    7.3e-06
 169370      5.87e+00    3.24e-01      1.48e+00    8.19e-02    7.3e-06
 169380      5.48e+00    5.46e-01      1.38e+00    1.38e-01    7.3e-06
 169390      6.73e+00    4.52e-01      1.70e+00    1.14e-01    7.3e-06
 169400      5.68e+00    7.61e-01      1.44e+00    1.92e-01    7.3e-06
 169410      6.01e+00    5.34e-01      1.52e+00    1.35e-01    7.3e-06
 169420      6.29e+00    5.68e-01      1.59e+00    1.44e-01    7.3e-06
 169430      6.40e+00    6.75e-01      1.62e+00    1.71e-01    7.3e-06
 169440      5.54e+00    4.12e-01      1.40e+00    1.04e-01    7.3e-06
 169450      6.63e+00    4.41e-01      1.67e+00    1.11e-01    7.3e-06
 169460      6.34e+00    6.51e-01      1.60e+00    1.64e-01    7.3e-06
 169470      6.67e+00    5.46e-01      1.68e+00    1.38e-01    7.3e-06
 169480      6.80e+00    5.28e-01      1.72e+00    1.33e-01    7.3e-06
 169490      6.92e+00    6.35e-01      1.75e+00    1.60e-01    7.3e-06
 169500      6.16e+00    6.72e-01      1.56e+00    1.70e-01    7.3e-06
 169510      6.28e+00    6.90e-01      1.59e+00    1.74e-01    7.3e-06
 169520      5.40e+00    5.65e-01      1.36e+00    1.43e-01    7.3e-06
 169530      6.23e+00    6.13e-01      1.57e+00    1.55e-01    7.3e-06
 169540      5.83e+00    6.16e-01      1.47e+00    1.55e-01    7.3e-06
 169550      6.03e+00    3.79e-01      1.52e+00    9.57e-02    7.3e-06
 169560      5.84e+00    6.27e-01      1.47e+00    1.58e-01    7.3e-06
 169570      6.95e+00    5.63e-01      1.76e+00    1.42e-01    7.3e-06
